Date,Open,High,Low,Close,Adj Close,Volume
2022-07-29,113.080002,116.709999,113.059998,116.320000,116.320000,37223400
2022-08-01,115.300003,116.720001,114.339996,114.860001,114.860001,26034300
2022-08-02,114.000000,116.349998,113.720001,115.129997,115.129997,20236000
2022-08-03,115.709999,118.620003,115.480003,118.080002,118.080002,28499000
2022-08-04,117.480003,118.779999,116.889999,118.190002,118.190002,21602900
2022-08-05,116.230003,118.110001,116.000000,117.470001,117.470001,19159500
2022-08-08,118.389999,120.150002,116.879997,117.300003,117.300003,19138300
2022-08-09,117.139999,117.320000,115.709999,116.629997,116.629997,19086500
2022-08-10,118.779999,120.919998,118.410004,119.699997,119.699997,30930400
2022-08-11,121.279999,121.489998,118.559998,118.839996,118.839996,24293700
2022-08-12,120.260002,121.680000,119.459999,121.680000,121.680000,19096300
2022-08-15,121.129997,122.300003,120.610001,122.080002,122.080002,19494800
2022-08-16,121.519997,122.430000,120.639999,121.699997,121.699997,19041200
2022-08-17,120.120003,121.290001,119.379997,119.550003,119.550003,22847000
2022-08-18,119.430000,120.820000,118.720001,120.169998,120.169998,17987700
2022-08-19,119.059998,119.150002,116.760002,117.209999,117.209999,21809500
2022-08-22,115.199997,115.629997,113.849998,114.239998,114.239998,21456600
2022-08-23,113.480003,115.010002,113.430000,113.860001,113.860001,15870400
2022-08-24,113.500000,114.779999,112.870003,113.690002,113.690002,17734600
2022-08-25,114.239998,116.720001,114.110001,116.650002,116.650002,16956800
2022-08-26,114.720001,115.120003,110.190002,110.339996,110.339996,37245700
2022-08-29,109.989998,110.949997,108.800003,109.419998,109.419998,21191200
2022-08-30,110.169998,110.500000,107.800003,108.940002,108.940002,27513300
2022-08-31,110.650002,110.849998,108.129997,108.220001,108.220001,28627000
2022-09-01,108.279999,110.449997,107.360001,109.739998,109.739998,28360900
2022-09-02,110.589996,110.739998,107.260002,107.849998,107.849998,24142000
2022-09-06,107.300003,108.029999,105.779999,106.809998,106.809998,25068300
2022-09-07,107.059998,109.980003,106.900002,109.449997,109.449997,23167000
2022-09-08,108.040001,109.599998,107.160004,108.379997,108.379997,24238300
2022-09-09,109.070000,110.989998,109.019997,110.650002,110.650002,23197700
2022-09-12,110.989998,111.620003,109.930000,110.860001,110.860001,22966800
2022-09-13,107.800003,108.300003,104.089996,104.320000,104.320000,38172900
2022-09-14,104.570000,105.279999,103.660004,105.000000,105.000000,26395100
2022-09-15,104.029999,105.269997,102.349998,102.910004,102.910004,34188300
2022-09-16,102.070000,103.129997,100.940002,102.800003,102.800003,42780300
2022-09-19,101.750000,103.330002,101.550003,103.070000,103.070000,23036800
2022-09-20,102.080002,102.370003,100.519997,101.139999,101.139999,26517100
2022-09-21,101.669998,102.879997,99.269997,99.279999,99.279999,31487300
2022-09-22,98.820000,101.239998,98.790001,100.139999,100.139999,34298600
2022-09-23,99.629997,99.660004,97.470001,98.739998,98.739998,31602900
2022-09-26,98.099998,99.879997,97.800003,98.169998,98.169998,27072700
2022-09-27,99.430000,100.000000,96.870003,97.500000,97.500000,30072800
2022-09-28,97.650002,100.699997,97.110001,100.050003,100.050003,32466300
2022-09-29,98.639999,98.639999,95.959999,97.419998,97.419998,31047200
2022-09-30,97.050003,98.900002,95.559998,95.650002,95.650002,32910100
2022-10-03,96.760002,99.290001,96.519997,98.639999,98.639999,27982000
2022-10-04,100.440002,101.839996,100.379997,101.639999,101.639999,28850800
2022-10-05,99.830002,101.930000,98.800003,101.430000,101.430000,22176900
2022-10-06,100.680000,102.930000,100.589996,101.419998,101.419998,22324000
2022-10-07,99.849998,100.529999,98.300003,98.680000,98.680000,27481800
2022-10-10,99.000000,99.099998,97.010002,97.860001,97.860001,18225100
2022-10-11,97.430000,99.250000,96.309998,97.180000,97.180000,26507100
2022-10-12,97.300003,98.750000,96.739998,97.559998,97.559998,21876400
2022-10-13,95.150002,99.779999,94.379997,99.059998,99.059998,34574500
2022-10-14,99.989998,100.690002,96.370003,96.559998,96.559998,25388100
2022-10-17,98.860001,100.930000,98.830002,99.970001,99.970001,28419200
2022-10-18,103.129997,103.470001,99.970001,100.769997,100.769997,24060700
2022-10-19,100.010002,101.019997,98.919998,99.629997,99.629997,23811100
2022-10-20,100.000000,102.320000,99.389999,99.970001,99.970001,25323200
2022-10-21,97.849998,101.309998,97.720001,101.129997,101.129997,32424700
2022-10-24,101.800003,102.750000,99.980003,102.519997,102.519997,27176400
2022-10-25,102.900002,104.820000,102.720001,104.480003,104.480003,40611400
2022-10-26,96.430000,98.309998,94.690002,94.930000,94.930000,88114100
2022-10-27,94.519997,95.430000,91.800003,92.220001,92.220001,60710900
2022-10-28,92.269997,96.550003,92.129997,96.290001,96.290001,43697300
2022-10-31,95.419998,96.029999,93.980003,94.510002,94.510002,31675000
2022-11-01,95.449997,96.029999,90.370003,90.470001,90.470001,47161400
2022-11-02,90.940002,91.180000,86.879997,86.970001,86.970001,57038300
2022-11-03,86.320000,86.519997,83.339996,83.430000,83.430000,61288000
2022-11-04,85.400002,86.639999,83.709999,86.580002,86.580002,51105600
